fatigue,vomiting,nausea,sweating,chest_pain,loss_of_appetite,yellowing_of_eyes,yellowish_skin,joint_pain,high_fever,irritability,phlegm,malaise,abdominal_pain,chills,headache,cough,skin_rash,breathlessness,abnormal_menstruation,prognosis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Hypoglycemia
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Acne
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Psoriasis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fungal infection
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fungal infection
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Hepatitis D
1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis D
1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Hepatitis E
1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Hepatitis E
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Alcoholic hepatitis
1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,Tuberculosis
1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,Tuberculosis
1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,Tuberculosis
1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,Tuberculosis
0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,Tuberculosis
1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,Tuberculosis
1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,Tuberculosis
1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,Tuberculosis
1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,Tuberculosis
1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,Tuberculosis
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,Common Cold
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Common Cold
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,Common Cold
1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,Pneumonia
1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,Pneumonia
1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,Pneumonia
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,Pneumonia
0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,Pneumonia
1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,Pneumonia
1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,Pneumonia
1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,Pneumonia
1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,Pneumonia
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,Pneumonia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Heart attack
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hypothyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hyperthyroidism
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Hypoglycemia
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hypoglycemia
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
